ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,detailed-label
1532576109.996743,2328,0,56658.0,6694,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532540613.002348,8524,0,54680.0,7165,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532532791.006916,2195,0,48800.0,6186,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532560330.000576,9586,0,20491.0,8436,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532573386.000203,3236,0,58301.0,2134,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532592052.010237,9082,0,35622.0,4878,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532571016.004419,4661,0,11539.0,9266,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532569723.009239,9775,0,46308.0,7033,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532558147.008897,9887,0,9257.0,813,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532562831.00421,4761,0,20855.0,2168,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532592708.00509,6246,0,38151.0,3665,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532559614.004629,952,0,204.0,2550,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538357.000136,7014,0,56921.0,29,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532560279.007879,2022,0,55728.0,3852,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532585257.003585,6772,0,36079.0,3637,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532593569.003036,3305,0,34858.0,9288,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532563729.002844,7683,0,30313.0,2341,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532561834.003251,6133,0,45500.0,2586,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532534520.004219,679,0,16766.0,4867,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532531451.002126,9860,0,34272.0,6914,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538832.002412,5371,0,61426.0,6939,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532589079.00167,795,0,11820.0,8298,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532562627.002691,8444,0,56509.0,3544,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532528677.001494,7606,0,20614.0,3347,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532578688.999501,6963,0,40925.0,1703,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532570295.002859,9528,0,22770.0,3548,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532531621.005311,5544,0,45558.0,4703,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538890.004154,7847,0,37808.0,9135,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532553904.99897,3989,0,10920.0,2981,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532584304.005829,3221,0,45661.0,8664,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532557031.002759,4600,0,28116.0,1202,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532581928.001431,9566,0,5897.0,8880,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532561212.003879,193,0,64300.0,8797,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532526773.006251,3979,0,7815.0,5892,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532559602.008454,3351,0,28713.0,4188,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532582996.007451,6970,0,30375.0,8112,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532551789.000845,4730,0,50408.0,1298,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532556562.000139,9559,0,64961.0,559,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532560783.005724,5758,0,19871.0,8190,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532569984.007011,9088,0,51073.0,6210,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532583914.004445,6443,0,19118.0,2358,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532581394.000287,2083,0,4416.0,3050,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532560536.001687,9378,0,25423.0,7414,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532535063.008469,909,0,36896.0,8502,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532547546.006036,7359,0,54963.0,914,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532595062.003317,6005,0,4406.0,2851,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532580049.004277,9794,0,48575.0,5270,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532545209.001845,4086,0,55383.0,111,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532535529.001858,4281,0,40261.0,584,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532552727.997869,8072,0,22055.0,746,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532572862.004268,4455,0,26190.0,2177,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532555366.005715,7096,0,34801.0,3823,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532576133.995797,8085,0,2861.0,8974,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532528912.008099,9074,0,61036.0,1105,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532577209.001248,7400,0,5006.0,4731,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532559137.004346,372,0,56000.0,3687,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532540618.002491,9812,0,2906.0,5452,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532545566.004573,9515,0,26659.0,160,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532583800.005092,1224,0,47838.0,2788,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532577668.002646,134,0,19995.0,7667,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532594726.003723,8449,0,38525.0,3411,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532565811.004725,847,0,12715.0,5114,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532537050.000564,1511,0,11059.0,8121,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532557049.002243,7250,0,18281.0,1690,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532580939.00228,1806,0,30495.0,3419,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532540436.998292,7350,0,33758.0,9573,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532532329.006155,4508,0,11834.0,6221,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532557466.999413,568,0,45416.0,6791,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532547315.001826,390,0,59188.0,2380,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532530385.002716,8713,0,20271.0,5994,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532547426.008624,8689,0,22518.0,8525,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532578057.000722,2644,0,15130.0,9178,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532562896.002665,8235,0,2807.0,5224,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532544343.00161,9704,0,24418.0,3890,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533943.0021,6860,0,51285.0,9700,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532573155.007153,2308,0,3323.0,5465,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532577025.998153,8912,0,37396.0,1227,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532542358.005204,4946,0,6861.0,5859,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532565530.002078,5429,0,61954.0,5696,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532569016.005254,6234,0,10995.0,4166,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532556724.004904,8212,0,53722.0,7691,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532584048.006675,4598,0,34179.0,2935,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532577233.000307,9056,0,10668.0,296,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532554093.00217,8451,0,32025.0,2699,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532584967.003819,9392,0,51640.0,3524,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532563389.008537,5527,0,24440.0,4923,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532540088.004336,1676,0,6874.0,232,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532580582.007374,3492,0,15408.0,4445,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532561186.004933,3804,0,14266.0,1590,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532559320.003477,922,0,37838.0,3206,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532556607.00494,8206,0,10535.0,3960,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532571205.001734,5267,0,2531.0,1999,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532537890.005473,1840,0,61822.0,530,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532552245.000626,7032,0,58986.0,644,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532570809.006869,7397,0,33897.0,6304,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532593779.004092,9768,0,17608.0,4751,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532558358.000351,3664,0,40613.0,3078,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532560233.002102,7494,0,19824.0,8638,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532539302.005938,972,0,47629.0,665,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532547088.001165,8904,0,3005.0,2606,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532554368.001838,413,0,63514.0,963,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532594253.006792,9086,0,48972.0,7899,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532531605.0054,1794,0,46798.0,8822,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532529608.001443,3605,0,12622.0,3661,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532594340.002976,6263,0,28185.0,2756,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532581424.003941,4299,0,21916.0,7077,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532536663.004636,3470,0,46819.0,6928,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532526723.01022,7258,0,62763.0,8532,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532537024.99957,8252,0,27744.0,9399,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532589743.997517,6982,0,16819.0,974,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532557319.997449,7794,0,57453.0,1159,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532557414.002611,8650,0,11847.0,9701,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532580432.002266,7771,0,50873.0,1857,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532536014.00206,3592,0,20699.0,4750,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532562650.004583,9574,0,41278.0,4543,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532526148.009326,8641,0,34687.0,4223,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532591644.00915,3615,0,58352.0,2031,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532578136.000504,1048,0,33557.0,1781,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532573798.999725,6126,0,22857.0,3691,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532589679.998745,1811,0,28220.0,5410,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532576848.998377,7234,0,43143.0,5427,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532563066.003057,5556,0,12109.0,8294,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532554162.007772,608,0,52649.0,5026,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532556544.9996,2026,0,31740.0,9487,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532526383.008559,2838,0,20819.0,1847,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532549517.998009,5387,0,10256.0,1093,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532529207.008924,5680,0,58583.0,6491,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532583716.004404,8866,0,57018.0,2777,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532527711.005881,4220,0,13454.0,956,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532547372.005029,3667,0,34497.0,3289,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532561780.003579,6206,0,33543.0,8959,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532570184.005658,5183,0,57213.0,2428,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538673.002388,1468,0,20603.0,6782,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532572618.002495,8287,0,9739.0,991,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532550854.006324,7399,0,54855.0,4054,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532531229.003077,2877,0,16668.0,630,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533126.001612,2820,0,64436.0,3662,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532554034.004118,1918,0,5398.0,5821,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532557554.001041,2709,0,35420.0,7793,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532527387.003288,9571,0,12622.0,4502,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532532058.00387,5970,0,20311.0,5479,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532554415.000892,4493,0,3738.0,2132,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532549779.004573,8817,0,10768.0,8584,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532573136.001991,2842,0,21143.0,6762,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532561508.004801,3194,0,21405.0,7205,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532545732.999089,7180,0,28339.0,1020,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533036.005414,1808,0,30655.0,5315,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532561874.002187,5028,0,42908.0,7980,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532527682.008905,6755,0,34063.0,8156,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532526205.005633,6021,0,4121.0,7092,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532583800.005841,4959,0,37535.0,4833,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532558899.004005,9695,0,62190.0,4610,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532588401.000186,9959,0,49109.0,681,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532562848.005511,1716,0,41777.0,107,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532546528.006589,1591,0,61573.0,5962,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532580036.00767,1032,0,22681.0,9690,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532567032.003716,3177,0,17994.0,758,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532568841.006852,1791,0,42162.0,8113,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532534091.004798,6538,0,19437.0,4444,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532532814.005816,1009,0,10639.0,311,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532580132.004566,8828,0,56920.0,5626,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532552917.002035,5698,0,63543.0,7271,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532559351.00856,6589,0,49472.0,6651,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532593958.005847,4889,0,64083.0,4556,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532569010.005918,3067,0,4658.0,3609,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532539058.004549,289,0,26170.0,8164,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532547578.003151,4364,0,59081.0,3209,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532583089.007273,3814,0,64574.0,5865,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538304.005771,7266,0,26178.0,6809,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532558901.000382,6532,0,21519.0,3113,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532588809.002601,7103,0,46726.0,6217,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532541111.997947,1759,0,10678.0,9317,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532593031.005722,1898,0,14718.0,6426,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532542499.001501,716,0,30268.0,4932,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532582302.004567,7304,0,46904.0,5694,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532532615.003114,9994,0,6816.0,3438,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532546790.001641,3985,0,33553.0,3046,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532593032.003642,5461,0,21601.0,7173,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532539408.005479,8672,0,52663.0,6171,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532566217.000596,9462,0,14556.0,4609,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532575338.999429,3832,0,27217.0,1984,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532591480.005557,2240,0,64662.0,8068,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532588618.998394,6426,0,29107.0,6338,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532558768.00477,355,0,4672.0,5530,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532536724.000586,8275,0,35698.0,9509,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532588190.000337,8401,0,11620.0,9946,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532542238.001196,4135,0,36245.0,6072,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532575898.001185,873,0,24535.0,8273,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538889.004224,3897,0,23436.0,1332,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532541585.003156,5945,0,298.0,9417,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532567804.001116,8883,0,14095.0,6834,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532530313.002525,8769,0,1433.0,6802,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532537830.000272,9725,0,19335.0,8911,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532565266.003729,3036,0,53625.0,1415,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532550407.005786,2786,0,27962.0,9549,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532536199.003063,4608,0,42223.0,9731,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532558651.00406,1453,0,19575.0,7430,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532576454.000236,3521,0,33531.0,6955,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538699.006843,8482,0,63564.0,1107,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532543279.002955,1548,0,29614.0,2692,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532548438.000022,3694,0,54439.0,9104,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532556724.99759,3578,0,50200.0,664,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532562271.007573,3630,0,59217.0,4803,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532578079.995606,7878,0,61152.0,8657,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532554815.004317,2189,0,5496.0,8702,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532543338.004254,9398,0,39350.0,5175,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532535839.998365,3543,0,6783.0,2660,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532565942.002815,7906,0,17887.0,7859,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532544463.997805,3838,0,55095.0,2796,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532539226.00422,9759,0,35365.0,9418,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532544201.003183,4406,0,30317.0,8352,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532593206.007074,66,0,35915.0,5528,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532550367.999706,8848,0,33038.0,3170,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532526616.007146,5112,0,34354.0,602,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
